party	member_name	question	answer	comment
Lietuvos žaliųjų partija	Mantas Leliukas	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Visiškai sutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Greičiau nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau sutinku	Pasisakome už progresinius mokesčius, tačiau ne vien didinant mokesčius gaunantiems didesnes pajamas, o mažinant mokesčius gaunantiems mažas pajamas.
Lietuvos žaliųjų partija	Remigijus Lapinskas	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau nesutinku	Valstybės įsikišimą pateisiname poreikiu pakloti tvirtus pagrindus efektyviam žiedinės ekonomikos, kuri yra esminis kovos su klimato kaita įrankis, veikimui. Mūsų vizija – sąžininga, aplinkai, žmonių sveikatai ir mažesnes pajamas gaunantiems piliečiams palankesnė mokesčių politika, mokesčių sistemos pertvarkymas pagal ekologinius kriterijus, kuriant finansines paskatas aplinkai draugiškesnei gamybai ir vartojimui, aplinkos taršos mažinimui.
Lietuvos žaliųjų partija	Remigijus Lapinskas	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau nesutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau sutinku	COVID-19 pandemija puikiai iliustravo, kad privataus ir viešojo sektorių sinergija teikiant medicinines sveikatos paslaugas yra reikalinga: privačios medicininės laboratorijos buvo pasiruošusios imti ir masiškai tirti mėginius, kai viešasis dėl privalomų procedūrų šiame procese užtruko ilgiau.
Lietuvos žaliųjų partija	Remigijus Lapinskas	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Greičiau sutinku	"Mūsų rinkimų programos siekiai: 1. Sumažinti PVM dydį nuo dabar taikomo 21 proc. iki 18 proc. 2. Ekologiškai produkcijai taikyti lengvatinį 9 proc. PVM. tarifą, prieš tai tiksliai ir aiškiai teisiškai reglamentuojant „ekologiško produkto"", įskaitant sudėtį, įpakavimą ir logistikos grandinę, sąvoką bei kriterijus."
Lietuvos žaliųjų partija	Remigijus Lapinskas	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Nei taip, nei ne	GPM tarifas yra tik dalis bendros mokesčių sistemos, todėl manome, kad požiūris į mokesčių politiką turi būti kompleksinis, visų pirma užtikrinantis mažiausiai uždirbančiųjų gerovę. Keliame tikslą pasiekti, kad Lietuva VMDU ir MMA atžvilgiu pasiektų ES vidurkius.
Lietuvos žaliųjų partija	Remigijus Lapinskas	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Greičiau sutinku	Švietimo sistemos pagrindinis tikslas turi būti užtikrinti kokybišką išsilavinimą. Šiuo metu mažosios regionų mokyklos su šiuo uždaviniu susidoroja nepakankamai gerai. Sukonsolidavę išteklius turėsime daugiau galimybių pasiekti kokybiškesnį rezultatą.
Lietuvos žaliųjų partija	Remigijus Lapinskas	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Visiškai sutinku	"Mūsų vizija – sąžininga, aplinkai, žmonių sveikatai ir mažesnes pajamas gaunantiems piliečiams palankesnė mokesčių politika, mokesčių sistemos pertvarkymas pagal ekologinius kriterijus, kuriant finansines paskatas aplinkai draugiškesnei gamybai ir vartojimui, aplinkos taršos mažinimui. Siekiame įvertinti galimybes ilgalaikėje perspektyvoje įvykdyti žaliąją mokesčių sistemos pertvarką, kurios pagrindinias
elementas – gyventojų pajamų ir pan. apmokestinimo mažinimas, kartu įtvirtinant visą ekonomiką apimantį tiesioginį CO2 emisijų mokestį, kuris pakeistų ir išplėstų kai kuriuos kitus aplinkosauginius mokesčius. Tokiu būdu atsirastų stiprus, efektyvesnis už ribojimus ir draudimus, ekonominis instrumentas ir kainos signalas. Jis padėtų žymiai sumažinti šalies ekonomikos subjektų ir namų ūkių į atmosferą išmetamą šiltnamio efektą sukeliančių dujų kiekį."
Lietuvos žaliųjų partija	Remigijus Lapinskas	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Greičiau nesutinku	Būtina dekriminalizuoti marichuanos įsigijimą ir vartojimą asmeniniais tikslais. Tačiau narkotikų verslas, mūsų nuomone, turi būti persekiojamas baudžiamąja tvarka.
Lietuvos žaliųjų partija	Remigijus Lapinskas	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai sutinku	Viena iš mūsų rinkiminių programinių nuostatų - įtvirtinti Lietuvos Respublikos piliečių teisę asmens tapatybę patvirtinančiuose dokumentuose rašyti savo vardus ir pavardes originalo kalba, naudojant lotyniškus rašmenis.
Lietuvos žaliųjų partija	Remigijus Lapinskas	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau sutinku	Pasisakome už civilinę partnerystę tarp tos pačios lyties asmenų, taip pat nematome priežasčių kodėl neturėtų būti diskutuojama dėl teisės formalizuoti savo santykius ir kitais pagrindais, pvz. santuokos, kas reikalautų Konstitucijos ir kitų teisės aktų pakeitimų.
Lietuvos žaliųjų partija	Remigijus Lapinskas	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Greičiau nesutinku	Siūlome taikyti proaktyvią ir kontroliuojamą imigracijos politiką, kurios esmė – pritraukti protus ir reikalingų profesijų žmones su šeimomis iš pasirinktų ne ES valstybių, suteikiant jiems darbą ir pagal papildomas sąlygas garantuojant teisę į pilietybę po 5 metų.
Lietuvos žaliųjų partija	Remigijus Lapinskas	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	Svarbu ne griežtinti bausmes, o užtikrinti savalaikį bausmės neišvengiamumą. Vis dėlto kai kuriose srityse griežtesnis reguliavimas būtinas. Pavyzdžiui, rinkimų programoje esame įtvirtinę siekį nustatyti proporcingesnes bausmes už žiaurų elgesį su gyvūnais.
Lietuvos žaliųjų partija	Remigijus Lapinskas	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau nesutinku	Manome, kad pandemija gali būti suvaldoma be tokių ekstremalių priemonių, pavyzdžiui, vykdant griežtesnę kontrolę pasienio punktuose (jūrų, oro uostai) ir pan.
Lietuvos žaliųjų partija	Remigijus Lapinskas	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Greičiau nesutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	Šiuolaikinė branduolinė energetika neužtikrina saugumo ir neatitinka ekologinių lūkesčių, visas pastangas turime dėti į atsinaujinančios energetikos plėtrą.
Lietuvos žaliųjų partija	Remigijus Lapinskas	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau nesutinku	Manome, kad sparčiai augantis Lietuvos BVP sudaro pakankamas sąlygas gynybos sistemos plėtrai ir modernizavimui, net jei laikomės pradinio 2 proc. nuo BVP įsipareigojimo.
Lietuvos žaliųjų partija	Remigijus Lapinskas	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau nesutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai nesutinku	Tokio masto ir tokio pobūdžio žmogaus teisių pažeidimai, kurie vykdyti po pastarųjų Baltarusijos prezidento rinkimų, negali būti toleruojami tiek dvišaliuose, tiek daugiašaliuose santykiuose.
Lietuvos žaliųjų partija	Remigijus Lapinskas	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Visiškai sutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Greičiau sutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Greičiau sutinku	Istoriškai partnerystė su Lenkija Lietuvai yra ko gero pati svarbiausia, todėl turėtume ne riboti savo ryšius su kaimynais, o įvairiausiais diplomatiniais, visuomeninių ir verslo organizacijų bei kitais kanalais turėtume siekti, kad Lenkijoje būtų laikomasi aukščiausių demokratijos standartų ir žmogaus teisių apsaugos principų.
Lietuvos žaliųjų partija	Remigijus Lapinskas	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Greičiau sutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Greičiau sutinku	
Lietuvos žaliųjų partija	Remigijus Lapinskas	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Greičiau sutinku	ES turi turėti svaresnį vaidmenį tose viešosios politikos srityse, kurios reikalauja vieningo daugiašalio veikimo (pvz. užsienio politika, gynyba, aplinkosauga, kt.)
Lietuvos žaliųjų partija	Remigijus Lapinskas	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Nei taip, nei ne	Pasisakome už nuodugnesnę diskusiją. Sprendimas turi būti priimtas istorikų ir kitų mokslininkų bei tyrinėtojų nuomone, plačiai aptarus ir išdiskutavus nevienareikšmiškai vertinamus asmenybės biografijos faktus.
Lietuvos žaliųjų partija	Remigijus Lapinskas	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Nei taip, nei ne	Pasisakome už nuodugnesnę diskusiją. Sprendimas turi būti priimtas istorikų ir kitų mokslininkų bei tyrinėtojų nuomone, plačiai aptarus ir išdiskutavus nevienareikšmiškai vertinamus asmenybės biografijos faktus.
Lietuvos žaliųjų partija	Remigijus Lapinskas	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Greičiau sutinku	Viskas, kas gali būti padaryta savivaldos lygiu, ir turėtų būti atliekama ten, o ne centrinės valdžios institucijose. Centrinė valdžia turi vykdyti savivaldybių sprendimų stebėseną ir kontrolę, kad būtų išlaikomas valstybės stabilumas, bet ne spręsti už savivaldybes. Siekiame, kad priimant valstybei ir savivaldybėms itin svarbius sprendimus, būtų inicijuojami referendumai ir vietos savivaldos gyventojų apklausos.
Lietuvos žaliųjų partija	Remigijus Lapinskas	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau nesutinku	Laikomės principo, kad vieno asmens teisės neturi pažeisti kitų asmenų teisių ir taip pat vadovaujamės mokslininkų nuomone dėl skiepų naudos. COVID-19 pandemijos pavyzdys atskleidė, kaip stipriai vienas nuo kito esame priklausome, todėl asmeninius sprendimus privalome priimti atsižvelgami į jų poveikį kitiems.
Lietuvos žaliųjų partija	Remigijus Lapinskas	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Nei taip, nei ne	
Lietuvos žaliųjų partija	Remigijus Lapinskas	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	Viskas, kas gali būti padaryta savivaldos lygiu, ir turėtų būti atliekama ten, o ne centrinės valdžios institucijose. Centrinė valdžia turi vykdyti savivaldybių sprendimų stebėseną ir kontrolę, kad būtų išlaikomas valstybės stabilumas, bet ne spręsti už savivaldybes. Pasisakome už tiesioginių seniūnų rinkimų idėją, remiame dalyvaujamojo biudžeto įvedimą ir kitas daugiau autonomijos savivaldybėms suteikiančias priemones.
Lietuvos žaliųjų partija	Romas Mieldažys	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau sutinku	Pasisakome už progresinius mokesčius, tačiau ne vien didinant mokesčius gaunantiems didesnes pajamas, o mažinant mokesčius gaunantiems mažas pajamas.
Lietuvos žaliųjų partija	Romas Mieldažys	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau nesutinku	Valstybės įsikišimą pateisiname poreikiu pakloti tvirtus pagrindus efektyviam žiedinės ekonomikos, kuri yra esminis kovos su klimato kaita įrankis, veikimui. Mūsų vizija – sąžininga, aplinkai, žmonių sveikatai ir mažesnes pajamas gaunantiems piliečiams palankesnė mokesčių politika, mokesčių sistemos pertvarkymas pagal ekologinius kriterijus, kuriant finansines paskatas aplinkai draugiškesnei gamybai ir vartojimui, aplinkos taršos mažinimui.
Lietuvos žaliųjų partija	Romas Mieldažys	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau nesutinku	
Lietuvos žaliųjų partija	Romas Mieldažys	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau sutinku	COVID-19 pandemija puikiai iliustravo, kad privataus ir viešojo sektorių sinergija teikiant medicinines sveikatos paslaugas yra reikalinga: privačios medicininės laboratorijos buvo pasiruošusios imti ir masiškai tirti mėginius, kai viešasis dėl privalomų procedūrų šiame procese užtruko ilgiau.
Lietuvos žaliųjų partija	Romas Mieldažys	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Greičiau sutinku	"Mūsų rinkimų programos siekiai: 1. Sumažinti PVM dydį nuo dabar taikomo 21 proc. iki 18 proc. 2. Ekologiškai produkcijai taikyti lengvatinį 9 proc. PVM. tarifą, prieš tai tiksliai ir aiškiai teisiškai reglamentuojant „ekologiško produkto"", įskaitant sudėtį, įpakavimą ir logistikos grandinę, sąvoką bei kriterijus."
Lietuvos žaliųjų partija	Romas Mieldažys	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Nei taip, nei ne	"GPM tarifas yra tik dalis bendros mokesčių sistemos, todėl manome, kad požiūris į mokesčių politiką turi būti kompleksinis, visų pirma
užtikrinantis mažiausiai uždirbančiųjų gerovę. Keliame tikslą pasiekti, kad Lietuva VMDU ir MMA atžvilgiu pasiektų ES vidurkius."
Lietuvos žaliųjų partija	Romas Mieldažys	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Greičiau sutinku	Švietimo sistemos pagrindinis tikslas turi būti užtikrinti kokybišką išsilavinimą. Šiuo metu mažosios regionų mokyklos su šiuo uždaviniu susidoroja nepakankamai gerai. Sukonsolidavę išteklius turėsime daugiau galimybių pasiekti kokybiškesnį rezultatą.
Lietuvos žaliųjų partija	Romas Mieldažys	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Visiškai sutinku	Mūsų vizija – sąžininga, aplinkai, žmonių sveikatai ir mažesnes pajamas gaunantiems piliečiams palankesnė mokesčių politika, mokesčių sistemos pertvarkymas pagal ekologinius kriterijus, kuriant finansines paskatas aplinkai draugiškesnei gamybai ir vartojimui, aplinkos taršos mažinimui. Siekiame įvertinti galimybes ilgalaikėje perspektyvoje įvykdyti žaliąją mokesčių sistemos pertvarką, kurios pagrindinias elementas – gyventojų pajamų ir pan. apmokestinimo mažinimas, kartu įtvirtinant visą ekonomiką apimantį tiesioginį CO2 emisijų mokestį, kuris pakeistų ir išplėstų kai kuriuos kitus aplinkosauginius mokesčius. Tokiu būdu atsirastų stiprus, efektyvesnis už ribojimus ir draudimus, ekonominis instrumentas ir kainos signalas. Jis padėtų žymiai sumažinti šalies ekonomikos subjektų ir namų ūkių į atmosferą išmetamą šiltnamio efektą sukeliančių dujų kiekį.
